Boy_Name,Girl_Name,Boy_Age,Girl_Age,Boy_FavColor,Girl_FavColor,Boy_Hobby,Girl_Hobby,Boy_FavMovieGenre,Girl_FavMovieGenre,Boy_Zodiac,Girl_Zodiac,Compatibility_Score
Kevin,Jessica,33,28,Blue,Green,Dancing,Fishing,Adventure,Thriller,Aquarius,Scorpio,100
Paul,Jessica,23,36,Orange,Black,Reading,Dancing,Sci-Fi,Romance,Gemini,Capricorn,84
Paul,Mary,38,32,Black,Blue,Cooking,Fishing,Fantasy,Thriller,Aries,Capricorn,88
Michael,Jessica,23,20,Green,White,Drawing,Hiking,Documentary,Horror,Taurus,Pisces,94
Daniel,Karen,20,36,Red,Blue,Hiking,Traveling,Fantasy,Sci-Fi,Pisces,Cancer,68
Richard,Jessica,29,19,Pink,Orange,Cooking,Gaming,Adventure,Fantasy,Leo,Scorpio,90
Thomas,Ashley,22,24,Green,Black,Traveling,Fishing,Sci-Fi,Comedy,Sagittarius,Pisces,96
Mark,Laura,31,29,Yellow,Yellow,Drawing,Reading,Horror,Drama,Aquarius,Aries,106
Robert,Jessica,40,28,Green,Purple,Traveling,Hiking,Documentary,Action,Pisces,Taurus,76
Joseph,Patricia,32,33,Brown,White,Reading,Reading,Action,Thriller,Virgo,Cancer,108
Joseph,Nancy,32,24,Purple,Yellow,Gaming,Traveling,Romance,Fantasy,Leo,Pisces,94
Steven,Donna,28,22,Orange,Brown,Cooking,Drawing,Romance,Action,Libra,Aries,98
Kevin,Nancy,38,39,Green,Green,Fishing,Traveling,Romance,Drama,Leo,Libra,118
Paul,Sandra,30,40,Brown,Green,Gaming,Traveling,Adventure,Action,Pisces,Aries,90
James,Lisa,23,26,Blue,Blue,Singing,Hiking,Sci-Fi,Adventure,Virgo,Taurus,114
Richard,Linda,19,22,Red,White,Hiking,Sports,Sci-Fi,Documentary,Leo,Pisces,104
Robert,Patricia,26,24,White,Brown,Fishing,Reading,Horror,Thriller,Aries,Cancer,106
James,Lisa,40,35,Orange,Black,Dancing,Gaming,Horror,Drama,Sagittarius,Pisces,100
Robert,Kimberly,33,28,White,Yellow,Traveling,Drawing,Sci-Fi,Thriller,Cancer,Capricorn,90
John,Jennifer,39,29,Yellow,Purple,Singing,Singing,Comedy,Adventure,Capricorn,Libra,100
Thomas,Patricia,31,34,Yellow,Green,Hiking,Drawing,Sci-Fi,Adventure,Cancer,Taurus,94
Thomas,Patricia,40,33,Red,Yellow,Dancing,Fishing,Thriller,Action,Aquarius,Virgo,96
Richard,Kimberly,37,20,Blue,Green,Dancing,Sports,Adventure,Drama,Cancer,Sagittarius,66
Robert,Nancy,39,29,Black,Purple,Cooking,Traveling,Action,Sci-Fi,Gemini,Pisces,80
Daniel,Linda,18,32,Blue,Black,Hiking,Gaming,Adventure,Romance,Aries,Virgo,82
David,Laura,30,31,Orange,Orange,Traveling,Singing,Action,Documentary,Capricorn,Leo,118
Richard,Susan,36,24,Yellow,Brown,Sports,Drawing,Romance,Comedy,Aquarius,Virgo,76
Robert,Lisa,24,34,Yellow,Black,Traveling,Singing,Horror,Thriller,Sagittarius,Pisces,90
Robert,Elizabeth,38,39,White,Red,Dancing,Cooking,Romance,Sci-Fi,Scorpio,Capricorn,98
Andrew,Jennifer,39,27,Orange,Black,Hiking,Sports,Fantasy,Horror,Capricorn,Libra,86
John,Sandra,23,18,Red,Purple,Gaming,Cooking,Romance,Drama,Libra,Libra,100
James,Kimberly,19,39,Orange,Purple,Singing,Singing,Thriller,Horror,Libra,Leo,80
Steven,Jennifer,38,18,Blue,Orange,Sports,Hiking,Drama,Drama,Cancer,Sagittarius,70
David,Patricia,23,30,Purple,Black,Fishing,Reading,Sci-Fi,Sci-Fi,Virgo,Pisces,96
William,Donna,24,37,Pink,Brown,Sports,Sports,Comedy,Horror,Aquarius,Gemini,84
David,Jennifer,40,19,Purple,Red,Fishing,Drawing,Comedy,Horror,Libra,Aries,58
Michael,Patricia,28,21,Green,Yellow,Drawing,Sports,Documentary,Comedy,Virgo,Libra,86
John,Sandra,29,29,White,Purple,Hiking,Singing,Action,Comedy,Taurus,Scorpio,110
Michael,Elizabeth,25,37,Brown,Pink,Cooking,Cooking,Fantasy,Sci-Fi,Gemini,Aquarius,96
Paul,Ashley,19,32,Orange,Orange,Hiking,Singing,Romance,Action,Taurus,Virgo,84
Andrew,Donna,40,40,White,Green,Fishing,Fishing,Fantasy,Horror,Scorpio,Capricorn,110
Joseph,Kimberly,25,31,White,Black,Sports,Fishing,Horror,Horror,Aquarius,Aquarius,108
Richard,Lisa,28,31,Yellow,Black,Fishing,Fishing,Fantasy,Drama,Libra,Aquarius,104
Michael,Nancy,27,20,Pink,Blue,Traveling,Hiking,Thriller,Documentary,Libra,Aquarius,96
John,Donna,35,33,White,Pink,Gaming,Gaming,Horror,Comedy,Aries,Capricorn,106
Steven,Laura,25,19,Orange,Pink,Reading,Sports,Thriller,Drama,Leo,Scorpio,88
Richard,Susan,40,31,Black,Black,Gaming,Fishing,Adventure,Adventure,Aries,Taurus,102
Joseph,Kimberly,31,18,Pink,Yellow,Reading,Dancing,Adventure,Action,Sagittarius,Cancer,84
Joseph,Elizabeth,18,35,Orange,Yellow,Cooking,Traveling,Horror,Adventure,Gemini,Aries,76
Joseph,Donna,32,39,Yellow,Blue,Gaming,Dancing,Fantasy,Romance,Sagittarius,Virgo,86
James,Lisa,24,30,White,Black,Dancing,Traveling,Adventure,Fantasy,Virgo,Aries,98
Michael,Lisa,36,19,Purple,Pink,Drawing,Cooking,Romance,Comedy,Libra,Capricorn,76
Steven,Nancy,26,35,Yellow,Green,Drawing,Sports,Comedy,Documentary,Gemini,Scorpio,92
James,Susan,33,32,White,Yellow,Traveling,Singing,Documentary,Documentary,Aquarius,Aries,118
Richard,Jessica,26,36,Green,Green,Gaming,Fishing,Fantasy,Sci-Fi,Aries,Cancer,100
Joseph,Sandra,18,26,Purple,White,Sports,Reading,Fantasy,Sci-Fi,Sagittarius,Scorpio,94
James,Laura,38,39,Green,Red,Cooking,Traveling,Thriller,Horror,Taurus,Leo,108
Kevin,Karen,32,29,Purple,White,Cooking,Hiking,Sci-Fi,Drama,Cancer,Scorpio,94
Andrew,Jessica,32,25,Purple,Red,Traveling,Dancing,Action,Thriller,Taurus,Scorpio,96
Richard,Nancy,36,23,Orange,Green,Fishing,Traveling,Adventure,Romance,Sagittarius,Leo,84
Thomas,Donna,21,29,Yellow,Brown,Cooking,Fishing,Horror,Comedy,Taurus,Aries,94
Daniel,Kimberly,33,20,Orange,Orange,Fishing,Cooking,Action,Drama,Taurus,Libra,94
Richard,Elizabeth,29,40,Green,Yellow,Gaming,Traveling,Sci-Fi,Adventure,Pisces,Virgo,88
Paul,Linda,39,20,Pink,Brown,Singing,Traveling,Fantasy,Adventure,Libra,Scorpio,62
John,Elizabeth,29,39,Brown,Green,Cooking,Sports,Fantasy,Documentary,Cancer,Aries,80
Joseph,Kimberly,22,23,Orange,Orange,Gaming,Dancing,Drama,Adventure,Gemini,Pisces,118
William,Kimberly,37,33,Brown,Purple,Dancing,Hiking,Adventure,Drama,Cancer,Cancer,102
Robert,Nancy,31,40,Red,Purple,Traveling,Hiking,Sci-Fi,Sci-Fi,Leo,Taurus,92
Andrew,Ashley,20,34,Black,Purple,Reading,Drawing,Documentary,Romance,Aquarius,Aquarius,82
Steven,Jennifer,19,36,Brown,Purple,Cooking,Reading,Comedy,Thriller,Leo,Libra,66
Joseph,Susan,30,20,Blue,Green,Singing,Cooking,Thriller,Action,Libra,Gemini,80
Robert,Elizabeth,21,20,Yellow,Purple,Dancing,Traveling,Fantasy,Sci-Fi,Capricorn,Cancer,98
Joseph,Susan,40,36,Orange,Brown,Traveling,Sports,Sci-Fi,Horror,Gemini,Leo,102
Steven,Sandra,30,33,Red,White,Drawing,Drawing,Comedy,Sci-Fi,Gemini,Aquarius,104
David,Jessica,31,38,White,Red,Fishing,Drawing,Action,Sci-Fi,Cancer,Gemini,86
Thomas,Nancy,29,32,Red,Pink,Fishing,Dancing,Comedy,Comedy,Libra,Libra,104
William,Nancy,23,26,Orange,White,Traveling,Fishing,Romance,Action,Pisces,Libra,104
William,Jennifer,39,32,Purple,Yellow,Drawing,Dancing,Drama,Thriller,Taurus,Libra,96
Kevin,Ashley,19,39,Pink,Pink,Sports,Cooking,Sci-Fi,Romance,Taurus,Scorpio,70
John,Mary,34,20,Red,Black,Singing,Gaming,Documentary,Adventure,Sagittarius,Aquarius,72
Andrew,Karen,25,18,Purple,Purple,Traveling,Singing,Romance,Adventure,Taurus,Gemini,96
Robert,Donna,40,29,Red,Orange,Fishing,Fishing,Sci-Fi,Comedy,Aquarius,Gemini,98
John,Susan,31,39,Black,Purple,Singing,Sports,Romance,Documentary,Cancer,Virgo,94
Robert,Kimberly,24,25,Brown,Brown,Drawing,Hiking,Documentary,Sci-Fi,Aquarius,Capricorn,108
Thomas,Mary,26,33,Black,Pink,Hiking,Singing,Romance,Romance,Libra,Gemini,96
Daniel,Jennifer,26,26,Pink,Yellow,Traveling,Gaming,Comedy,Fantasy,Aquarius,Cancer,110
Michael,Mary,40,18,Red,Red,Gaming,Reading,Horror,Thriller,Sagittarius,Leo,66
James,Jennifer,32,40,Green,White,Dancing,Gaming,Action,Fantasy,Pisces,Sagittarius,84
Robert,Lisa,38,25,Red,Black,Gaming,Reading,Thriller,Documentary,Gemini,Sagittarius,74
Michael,Jessica,22,23,Orange,Yellow,Reading,Hiking,Fantasy,Sci-Fi,Aries,Aquarius,98
Robert,Jessica,26,18,Yellow,White,Singing,Singing,Adventure,Sci-Fi,Aquarius,Leo,94
David,Laura,38,25,Brown,Orange,Singing,Gaming,Sci-Fi,Action,Sagittarius,Pisces,74
James,Patricia,36,32,White,Black,Drawing,Reading,Adventure,Action,Libra,Scorpio,92
Joseph,Mary,28,31,White,Red,Cooking,Hiking,Sci-Fi,Romance,Capricorn,Aries,104
Andrew,Susan,24,24,Yellow,Brown,Fishing,Hiking,Drama,Comedy,Aries,Leo,100
John,Linda,33,25,Purple,Brown,Fishing,Dancing,Horror,Horror,Gemini,Sagittarius,104
John,Laura,31,39,Pink,Green,Fishing,Singing,Action,Drama,Capricorn,Aquarius,84
Kevin,Kimberly,25,29,Brown,Blue,Dancing,Singing,Drama,Romance,Libra,Sagittarius,102
Joseph,Patricia,30,19,Blue,Black,Gaming,Dancing,Thriller,Drama,Gemini,Gemini,88
Kevin,Linda,20,35,Orange,Green,Dancing,Hiking,Documentary,Documentary,Pisces,Cancer,90
Mark,Ashley,21,39,Red,Brown,Singing,Fishing,Sci-Fi,Fantasy,Virgo,Aquarius,64
Daniel,Linda,29,27,Red,Orange,Drawing,Traveling,Fantasy,Comedy,Virgo,Libra,96
Joseph,Susan,40,37,Red,Brown,Gaming,Drawing,Horror,Horror,Leo,Sagittarius,114
Robert,Kimberly,40,40,Red,Black,Cooking,Sports,Romance,Adventure,Capricorn,Scorpio,100
Kevin,Patricia,38,38,Blue,Yellow,Hiking,Cooking,Thriller,Horror,Aries,Taurus,100
Robert,Patricia,40,21,Purple,Blue,Fishing,Traveling,Romance,Comedy,Sagittarius,Aquarius,62
William,Karen,39,37,White,Red,Fishing,Reading,Sci-Fi,Adventure,Libra,Cancer,96
Andrew,Kimberly,23,22,Pink,Blue,Drawing,Reading,Action,Romance,Aries,Capricorn,108
Kevin,Patricia,25,27,Black,Red,Gaming,Hiking,Documentary,Horror,Aries,Leo,106
Steven,Lisa,23,37,Orange,Pink,Cooking,Sports,Adventure,Fantasy,Libra,Scorpio,72
John,Susan,40,30,Yellow,Red,Hiking,Gaming,Adventure,Action,Taurus,Aquarius,80
Paul,Lisa,24,36,Green,Orange,Singing,Fishing,Comedy,Action,Capricorn,Cancer,76
Paul,Kimberly,25,21,Green,Purple,Singing,Singing,Documentary,Horror,Aries,Aries,112
Joseph,Linda,21,39,Red,Black,Fishing,Dancing,Action,Comedy,Sagittarius,Aquarius,64
Robert,Laura,19,22,Brown,Orange,Traveling,Sports,Action,Fantasy,Aquarius,Capricorn,94
Mark,Laura,27,34,Pink,Blue,Fishing,Sports,Fantasy,Action,Scorpio,Sagittarius,86
Thomas,Jennifer,36,25,Black,White,Drawing,Reading,Romance,Drama,Capricorn,Leo,78
Daniel,Jessica,27,19,Purple,Red,Fishing,Fishing,Drama,Sci-Fi,Gemini,Aries,104
David,Linda,37,34,Orange,Pink,Gaming,Traveling,Documentary,Romance,Capricorn,Scorpio,94
Paul,Jennifer,28,25,Green,Blue,Hiking,Cooking,Thriller,Adventure,Aquarius,Pisces,94
Richard,Lisa,29,39,Purple,Red,Drawing,Fishing,Comedy,Fantasy,Cancer,Aries,90
Steven,Mary,37,33,Green,Brown,Fishing,Cooking,Horror,Comedy,Virgo,Cancer,92
David,Lisa,23,29,Blue,Black,Dancing,Cooking,Comedy,Comedy,Pisces,Capricorn,108
Mark,Mary,28,23,Orange,Purple,Hiking,Dancing,Romance,Comedy,Cancer,Aries,100
Mark,Jennifer,35,24,Brown,White,Singing,Reading,Documentary,Horror,Taurus,Cancer,88
Mark,Donna,25,36,Blue,White,Singing,Singing,Fantasy,Sci-Fi,Capricorn,Cancer,88
Daniel,Laura,32,35,Green,Blue,Drawing,Gaming,Drama,Comedy,Virgo,Capricorn,104
William,Mary,30,35,White,Red,Dancing,Dancing,Horror,Documentary,Aries,Sagittarius,110
Kevin,Patricia,29,33,Yellow,Black,Dancing,Singing,Romance,Thriller,Virgo,Cancer,92
David,Elizabeth,26,33,Orange,Green,Drawing,Cooking,Sci-Fi,Romance,Taurus,Scorpio,86
Paul,Elizabeth,26,22,Orange,White,Fishing,Drawing,Drama,Adventure,Virgo,Capricorn,92
Richard,Laura,33,23,Red,White,Cooking,Singing,Drama,Sci-Fi,Aquarius,Taurus,90
Daniel,Jessica,30,39,Green,Brown,Fishing,Traveling,Fantasy,Fantasy,Scorpio,Sagittarius,102
Robert,Mary,19,26,Orange,Black,Reading,Sports,Action,Thriller,Capricorn,Gemini,96
Joseph,Elizabeth,33,37,White,Red,Reading,Reading,Documentary,Romance,Sagittarius,Aries,102
Paul,Nancy,36,34,Pink,Pink,Hiking,Traveling,Comedy,Documentary,Libra,Cancer,116
Michael,Ashley,35,26,Pink,Pink,Reading,Singing,Adventure,Thriller,Virgo,Gemini,92
Robert,Donna,38,33,Blue,Pink,Cooking,Traveling,Drama,Drama,Libra,Aquarius,110
James,Laura,30,34,Brown,Brown,Cooking,Hiking,Sci-Fi,Thriller,Aries,Libra,102
Richard,Patricia,18,23,Blue,Black,Gaming,Sports,Sci-Fi,Comedy,Libra,Libra,100
Daniel,Kimberly,29,29,Pink,Orange,Reading,Hiking,Sci-Fi,Horror,Capricorn,Cancer,100
Robert,Mary,26,38,White,Red,Gaming,Singing,Sci-Fi,Action,Libra,Aries,86
James,Ashley,38,39,Green,Purple,Sports,Reading,Adventure,Adventure,Cancer,Sagittarius,118
Thomas,Susan,18,39,Brown,Brown,Dancing,Singing,Adventure,Thriller,Cancer,Aquarius,68
William,Karen,21,24,Orange,Pink,Traveling,Sports,Action,Action,Sagittarius,Virgo,104
Robert,Nancy,38,19,Pink,Orange,Gaming,Singing,Thriller,Comedy,Cancer,Cancer,62
Mark,Lisa,37,31,Pink,Blue,Cooking,Traveling,Comedy,Fantasy,Libra,Scorpio,98
Mark,Kimberly,22,33,Purple,White,Hiking,Dancing,Thriller,Drama,Sagittarius,Capricorn,78
John,Sandra,35,26,Purple,Purple,Singing,Gaming,Action,Sci-Fi,Libra,Capricorn,102
Richard,Kimberly,19,23,Green,White,Drawing,Fishing,Adventure,Horror,Leo,Sagittarius,92
Mark,Jessica,31,33,Orange,Red,Drawing,Singing,Romance,Comedy,Capricorn,Capricorn,96
Joseph,Laura,25,34,Pink,Red,Sports,Hiking,Drama,Adventure,Cancer,Scorpio,92
Joseph,Donna,22,24,Black,Yellow,Dancing,Reading,Action,Documentary,Cancer,Cancer,96
Mark,Linda,18,40,Black,Green,Hiking,Fishing,Documentary,Fantasy,Cancer,Leo,56
William,Patricia,22,23,Yellow,Orange,Sports,Sports,Action,Sci-Fi,Leo,Scorpio,118
Mark,Susan,22,18,Orange,Pink,Hiking,Hiking,Drama,Adventure,Aries,Taurus,112
John,Jessica,25,30,Black,Red,Singing,Reading,Adventure,Fantasy,Virgo,Capricorn,90
David,Ashley,21,31,Green,Brown,Gaming,Cooking,Horror,Sci-Fi,Taurus,Sagittarius,90
John,Laura,24,26,White,Red,Cooking,Gaming,Comedy,Fantasy,Capricorn,Aries,96
Mark,Jessica,21,23,Blue,Pink,Singing,Hiking,Horror,Fantasy,Aries,Leo,106
Paul,Nancy,33,39,Blue,Pink,Hiking,Cooking,Adventure,Sci-Fi,Taurus,Sagittarius,98
Daniel,Sandra,24,22,Red,Orange,Singing,Drawing,Thriller,Adventure,Leo,Gemini,106
James,Mary,26,28,Pink,Red,Fishing,Hiking,Adventure,Sci-Fi,Aries,Capricorn,106
Kevin,Karen,21,31,Purple,Red,Singing,Hiking,Romance,Drama,Sagittarius,Virgo,80
Daniel,Ashley,37,36,Pink,Orange,Traveling,Traveling,Comedy,Action,Leo,Scorpio,108
Joseph,Mary,26,36,Green,White,Traveling,Singing,Thriller,Drama,Cancer,Aquarius,80
Mark,Susan,32,36,Green,Pink,Fishing,Fishing,Sci-Fi,Fantasy,Taurus,Aries,102
John,Elizabeth,27,32,Red,Blue,Reading,Singing,Drama,Fantasy,Taurus,Aries,90
James,Sandra,30,38,Blue,White,Hiking,Reading,Drama,Drama,Pisces,Leo,94
John,Jessica,37,32,Brown,Red,Gaming,Drawing,Romance,Horror,Gemini,Aquarius,90
William,Sandra,39,28,Yellow,Purple,Cooking,Dancing,Drama,Romance,Capricorn,Taurus,78
Paul,Mary,23,32,Red,White,Reading,Sports,Thriller,Horror,Scorpio,Sagittarius,92
Kevin,Elizabeth,28,37,Yellow,Pink,Traveling,Cooking,Documentary,Documentary,Cancer,Taurus,92
Robert,Jessica,22,18,Brown,Orange,Dancing,Fishing,Adventure,Action,Taurus,Scorpio,92
Daniel,Kimberly,19,37,Brown,Green,Gaming,Singing,Adventure,Adventure,Sagittarius,Virgo,74
Thomas,Jennifer,23,36,Brown,Purple,Drawing,Drawing,Documentary,Romance,Virgo,Aries,84
Thomas,Laura,39,31,Yellow,White,Singing,Singing,Thriller,Horror,Capricorn,Capricorn,94
Kevin,Mary,28,24,Black,Brown,Fishing,Sports,Thriller,Action,Leo,Scorpio,102
William,Ashley,38,27,Brown,Orange,Gaming,Traveling,Documentary,Adventure,Leo,Aries,88
Michael,Ashley,30,31,Blue,Blue,Traveling,Gaming,Comedy,Drama,Libra,Cancer,108
John,Ashley,33,35,Orange,Black,Drawing,Singing,Fantasy,Thriller,Sagittarius,Aries,106
Steven,Kimberly,38,23,Purple,Black,Singing,Singing,Comedy,Thriller,Virgo,Virgo,90
John,Karen,20,28,Orange,Purple,Dancing,Singing,Adventure,Sci-Fi,Virgo,Virgo,94
Mark,Elizabeth,31,27,Red,Pink,Fishing,Gaming,Horror,Action,Cancer,Leo,102
James,Mary,18,29,Yellow,Orange,Cooking,Gaming,Sci-Fi,Romance,Leo,Aquarius,78
Richard,Susan,36,27,Green,Blue,Gaming,Traveling,Action,Horror,Sagittarius,Taurus,92
Mark,Jessica,39,23,Brown,Yellow,Reading,Sports,Thriller,Fantasy,Aquarius,Scorpio,68
Andrew,Laura,40,36,Orange,Brown,Reading,Singing,Fantasy,Action,Cancer,Leo,92
Thomas,Elizabeth,23,37,Yellow,Black,Hiking,Singing,Documentary,Comedy,Scorpio,Scorpio,72
Richard,Susan,39,38,White,Black,Gaming,Reading,Fantasy,Documentary,Pisces,Virgo,108
James,Mary,29,38,Pink,Red,Sports,Traveling,Documentary,Documentary,Gemini,Leo,92
Paul,Lisa,26,36,Pink,Brown,Fishing,Traveling,Fantasy,Documentary,Virgo,Aquarius,90
Paul,Patricia,34,39,Orange,Yellow,Sports,Hiking,Drama,Romance,Libra,Gemini,100
Richard,Mary,38,27,Green,Black,Fishing,Hiking,Drama,Action,Pisces,Cancer,88
David,Karen,21,21,Black,Blue,Sports,Cooking,Drama,Action,Virgo,Leo,110
David,Laura,25,25,Black,Orange,Drawing,Sports,Romance,Fantasy,Aquarius,Taurus,100
Kevin,Ashley,36,24,Brown,Yellow,Singing,Singing,Adventure,Action,Aquarius,Virgo,86
Daniel,Jessica,32,38,White,Pink,Fishing,Drawing,Comedy,Horror,Scorpio,Libra,98
Michael,Lisa,27,26,Brown,Pink,Reading,Traveling,Comedy,Fantasy,Aquarius,Taurus,98
Paul,Kimberly,21,40,Pink,Brown,Drawing,Gaming,Thriller,Adventure,Virgo,Taurus,72
Paul,Susan,23,29,Purple,White,Dancing,Reading,Documentary,Romance,Scorpio,Aquarius,88
Kevin,Karen,22,38,Blue,Orange,Traveling,Cooking,Documentary,Drama,Sagittarius,Pisces,78
Paul,Nancy,40,19,White,Brown,Gaming,Sports,Drama,Thriller,Sagittarius,Sagittarius,68
Richard,Mary,19,32,Red,White,Gaming,Singing,Horror,Thriller,Virgo,Sagittarius,74
Robert,Jessica,25,22,Purple,Pink,Dancing,Cooking,Romance,Action,Pisces,Virgo,104
David,Lisa,26,36,Black,Purple,Singing,Singing,Sci-Fi,Thriller,Aquarius,Cancer,90
Kevin,Donna,19,20,Red,Purple,Hiking,Sports,Drama,Thriller,Virgo,Aquarius,98
William,Elizabeth,18,25,White,Pink,Dancing,Dancing,Romance,Horror,Sagittarius,Scorpio,106
Daniel,Nancy,23,19,Pink,Purple,Fishing,Drawing,Documentary,Action,Gemini,Aquarius,92
Joseph,Kimberly,18,32,Black,Red,Cooking,Reading,Action,Horror,Taurus,Libra,82
Richard,Nancy,25,25,Purple,Yellow,Hiking,Drawing,Adventure,Drama,Capricorn,Gemini,110
Joseph,Ashley,34,36,Pink,Green,Gaming,Fishing,Documentary,Thriller,Aries,Aries,96
Steven,Mary,22,31,Yellow,Blue,Singing,Dancing,Thriller,Drama,Taurus,Virgo,82
Steven,Linda,22,18,Orange,Orange,Gaming,Traveling,Thriller,Romance,Cancer,Libra,102
Kevin,Sandra,24,40,Purple,Red,Hiking,Singing,Comedy,Fantasy,Taurus,Taurus,68
Thomas,Jennifer,38,32,White,White,Gaming,Fishing,Adventure,Fantasy,Aquarius,Taurus,98
Mark,Sandra,19,22,White,Pink,Dancing,Hiking,Thriller,Thriller,Sagittarius,Aquarius,104
Richard,Donna,24,31,Black,Purple,Sports,Cooking,Drama,Sci-Fi,Sagittarius,Taurus,86
Joseph,Nancy,35,37,White,Pink,Traveling,Dancing,Comedy,Adventure,Aries,Gemini,96
Paul,Elizabeth,31,33,Brown,Black,Drawing,Cooking,Thriller,Thriller,Scorpio,Cancer,106
Joseph,Karen,40,27,Blue,Green,Singing,Hiking,Adventure,Romance,Virgo,Sagittarius,74
Paul,Laura,35,33,Red,Red,Gaming,Hiking,Action,Documentary,Pisces,Sagittarius,116
Mark,Ashley,23,22,Yellow,Red,Hiking,Dancing,Drama,Romance,Sagittarius,Pisces,108
William,Lisa,26,19,Orange,Brown,Hiking,Hiking,Documentary,Action,Cancer,Virgo,96
Paul,Donna,35,19,Yellow,White,Hiking,Fishing,Action,Drama,Taurus,Leo,78
William,Sandra,35,29,Black,Orange,Dancing,Dancing,Horror,Romance,Sagittarius,Sagittarius,98
William,Mary,37,30,Yellow,White,Singing,Drawing,Horror,Drama,Taurus,Taurus,86
Robert,Kimberly,32,32,Green,Black,Reading,Traveling,Drama,Romance,Virgo,Virgo,110
Paul,Donna,37,22,Green,Red,Fishing,Sports,Fantasy,Drama,Virgo,Capricorn,70
Robert,Karen,39,31,Yellow,Brown,Fishing,Drawing,Comedy,Thriller,Aquarius,Gemini,94
John,Jessica,30,31,White,Yellow,Traveling,Gaming,Thriller,Comedy,Aries,Sagittarius,108
David,Jennifer,31,22,Pink,Blue,Dancing,Singing,Action,Documentary,Libra,Virgo,82
Richard,Linda,32,37,Green,Green,Hiking,Fishing,Documentary,Documentary,Cancer,Libra,120
Mark,Donna,36,26,Blue,Black,Fishing,Sports,Fantasy,Sci-Fi,Libra,Sagittarius,80
Steven,Jennifer,28,21,Black,Pink,Cooking,Dancing,Thriller,Horror,Scorpio,Leo,86
David,Jessica,22,29,Blue,Pink,Singing,Reading,Romance,Fantasy,Aquarius,Gemini,96
Robert,Sandra,33,40,Green,Red,Sports,Fishing,Romance,Fantasy,Pisces,Taurus,96
Robert,Donna,37,18,Pink,Green,Reading,Cooking,Sci-Fi,Thriller,Leo,Capricorn,72
Thomas,Donna,39,27,Black,White,Gaming,Traveling,Thriller,Romance,Pisces,Capricorn,86
Robert,Jennifer,35,21,Pink,White,Gaming,Reading,Sci-Fi,Drama,Cancer,Scorpio,82
Daniel,Kimberly,20,40,White,Green,Sports,Gaming,Adventure,Action,Leo,Aquarius,60
Kevin,Mary,33,22,Purple,White,Hiking,Traveling,Comedy,Adventure,Gemini,Libra,78
Robert,Linda,30,37,Pink,Purple,Singing,Reading,Action,Comedy,Aquarius,Aquarius,96
James,Patricia,31,37,Red,Pink,Singing,Fishing,Comedy,Adventure,Cancer,Leo,98
Paul,Mary,28,38,Pink,White,Singing,Reading,Adventure,Thriller,Pisces,Cancer,90
Robert,Ashley,20,22,Pink,Pink,Fishing,Cooking,Drama,Sci-Fi,Leo,Cancer,116
Kevin,Ashley,23,40,Purple,Yellow,Singing,Reading,Adventure,Action,Sagittarius,Gemini,76
Richard,Kimberly,37,20,Brown,Black,Reading,Traveling,Horror,Action,Scorpio,Gemini,66
Paul,Donna,37,37,Purple,Orange,Singing,Hiking,Sci-Fi,Thriller,Taurus,Libra,100
David,Laura,26,27,Black,Red,Traveling,Sports,Thriller,Horror,Aquarius,Capricorn,108
Steven,Lisa,21,33,Purple,Black,Cooking,Hiking,Romance,Thriller,Gemini,Gemini,86
William,Laura,22,18,Orange,Orange,Gaming,Traveling,Documentary,Thriller,Pisces,Scorpio,102
David,Donna,24,33,Brown,Orange,Cooking,Cooking,Horror,Sci-Fi,Taurus,Sagittarius,92
Paul,Donna,21,39,White,Green,Sports,Cooking,Thriller,Drama,Sagittarius,Capricorn,64
James,Sandra,34,30,Purple,Green,Drawing,Hiking,Documentary,Adventure,Aries,Cancer,92
Robert,Patricia,37,25,Brown,Orange,Dancing,Hiking,Horror,Adventure,Taurus,Virgo,86
David,Susan,18,23,Black,Black,Hiking,Reading,Drama,Sci-Fi,Sagittarius,Gemini,110
Mark,Jessica,18,27,Brown,Black,Hiking,Fishing,Horror,Action,Leo,Pisces,92
Andrew,Laura,24,19,Black,White,Reading,Cooking,Sci-Fi,Thriller,Capricorn,Taurus,90
Andrew,Nancy,18,24,Yellow,Orange,Cooking,Traveling,Thriller,Action,Sagittarius,Virgo,98
Thomas,Susan,40,36,Brown,Brown,Fishing,Singing,Documentary,Adventure,Capricorn,Leo,102
Steven,Sandra,24,23,White,White,Cooking,Hiking,Horror,Romance,Libra,Leo,118
Richard,Laura,33,22,Yellow,Purple,Hiking,Dancing,Romance,Documentary,Aries,Scorpio,88
William,Linda,31,33,White,Orange,Dancing,Fishing,Thriller,Romance,Pisces,Aquarius,106
Mark,Susan,34,23,Green,Orange,Reading,Drawing,Thriller,Fantasy,Virgo,Aquarius,78
John,Mary,38,20,Red,Green,Singing,Drawing,Comedy,Romance,Pisces,Sagittarius,74
Joseph,Jessica,36,38,White,Green,Traveling,Traveling,Comedy,Fantasy,Pisces,Taurus,106
Kevin,Laura,34,19,Green,Yellow,Reading,Reading,Sci-Fi,Romance,Pisces,Aries,80
Thomas,Linda,23,27,Blue,Yellow,Traveling,Gaming,Romance,Comedy,Taurus,Taurus,102
